index_content,word,nature,content_type,index_word
354,货,n,pos,1
354,值得,v,pos,2
354,赞,v,pos,3
354,快递,v,pos,4
354,员,q,pos,5
354,服务态度,n,pos,6
354,超好,v,pos,7
354,预约,v,pos,8
354,送货,v,pos,9
354,时间,n,pos,10
354,送到,v,pos,11
354,步梯,n,pos,12
354,楼,n,pos,13
354,楼房,n,pos,14
354,态度,n,pos,15
354,安装,v,pos,16
354,费用,n,pos,17
361,村,zg,pos,0
361,第一个,m,pos,1
361,网上,s,pos,2
361,上买,v,pos,3
361,东西,ns,pos,4
361,村子,n,pos,5
361,比较落后,l,pos,6
361,大部分,m,pos,7
361,网购,v,pos,8
361,条件,n,pos,9
361,村,n,pos,10
361,东头,s,pos,11
361,小卖部,n,pos,12
361,购买,v,pos,13
361,生活,vn,pos,14
361,需,v,pos,15
361,听说,v,pos,16
361,网上,s,pos,17
361,东西,ns,pos,18
361,村子,n,pos,19
361,沸腾,v,pos,20
361,平常,a,pos,21
361,东西,ns,pos,22
361,网上,s,pos,23
361,商品,n,pos,24
361,指责,v,pos,25
361,败家,n,pos,26
361,村长,n,pos,27
361,所有人,n,pos,28
361,跑,v,pos,29
361,家里,s,pos,30
361,问,v,pos,31
361,爸,n,pos,32
361,疯,v,pos,33
361,带坏,v,pos,34
361,村民,n,pos,35
361,老爸,n,pos,36
361,罚,v,pos,37
361,跪,v,pos,38
361,天夜,n,pos,39
361,低,a,pos,40
361,天,q,pos,41
361,一阵,m,pos,42
361,汽车,n,pos,43
361,轰鸣声,i,pos,44
361,惊醒,a,pos,45
361,送,v,pos,46
361,快递,v,pos,47
361,村,n,pos,48
361,第一个,m,pos,49
361,快递,v,pos,50
361,多久,m,pos,51
361,全村人,n,pos,52
361,吸引,v,pos,53
361,怀着,v,pos,54
361,忐忑,a,pos,55
361,激动,a,pos,56
361,心情,n,pos,57
361,接过,c,pos,58
361,包裹,v,pos,59
361,小心翼翼,i,pos,60
361,拆开,v,pos,61
361,包裹,v,pos,62
361,感觉,n,pos,63
361,疯,v,pos,64
361,天,q,pos,65
361,颜色,n,pos,66
361,手感,n,pos,67
361,质量,n,pos,68
361,稀奇,a,pos,69
361,读书,n,pos,70
361,少,a,pos,71
361,表达,v,pos,72
361,宝贝,nr,pos,73
361,喜爱,v,pos,74
361,村里,s,pos,75
361,质疑,v,pos,76
361,争先恐后,i,pos,77
361,把玩,v,pos,78
361,宝贝,nr,pos,79
361,报纸,n,pos,80
361,东西,ns,pos,81
361,眼前,t,pos,82
361,不敢相信,i,pos,83
361,骄傲,a,pos,84
361,站,v,pos,85
361,广播室,nt,pos,86
361,大声,m,pos,87
361,宣告,n,pos,88
361,满意,v,pos,89
361,网购,n,pos,90
361,请,v,pos,91
361,网购,n,pos,92
361,无奈,d,pos,93
361,礼品,n,pos,94
370,商品,n,pos,0
370,美观,nz,pos,1
370,一段时间,l,pos,2
370,不错,a,pos,3
370,描述,v,pos,4
370,相符合,nr,pos,5
370,值得,v,pos,6
370,推荐,v,pos,7
373,送货,v,pos,0
373,安装,v,pos,1
373,速度,n,pos,2
373,很快,d,pos,3
373,安装,v,pos,4
373,师傅,nr,pos,5
373,服务,vn,pos,6
373,特别,d,pos,7
373,美观大方,ns,pos,8
373,加热,v,pos,9
373,很快,d,pos,10
373,功能,n,pos,11
373,简单,a,pos,12
373,老人,n,pos,13
373,价格,n,pos,14
373,质量,n,pos,15
373,肯定,v,pos,16
373,下次,t,pos,17
373,介绍,v,pos,18
373,朋友,n,pos,19
374,配送,v,pos,0
374,师傅,nr,pos,1
374,不错,a,pos,2
374,原,n,pos,3
374,送货,v,pos,4
374,低调,v,pos,5
374,送,v,pos,6
374,五公里,m,pos,7
374,二话,n,pos,8
374,百分百,m,pos,9
374,好评,v,pos,10
379,理想,n,pos,0
379,太,d,pos,1
379,给力,v,pos,2
383,安装,v,pos,0
383,师傅,nr,pos,1
383,技术,n,pos,2
383,考虑周到,nr,pos,3
383,满意,v,pos,4
383,品牌,n,pos,5
383,值得,v,pos,6
383,信赖,n,pos,7
406,质量,n,pos,0
406,不错,a,pos,1
406,加热,v,pos,2
406,值得,v,pos,3
406,购买,v,pos,4
408,不错,a,pos,0
408,送货,v,pos,1
408,很快,d,pos,2
408,安装,v,pos,3
408,力,n,pos,4
409,安装,v,pos,0
409,师傅,nr,pos,1
409,服务态度,n,pos,2
409,五星,nz,pos,3
409,好评,v,pos,4
410,品牌,n,pos,0
410,质量,n,pos,1
410,信得过,v,pos,2
410,家电,j,pos,3
410,物有所值,l,pos,4
410,发货,n,pos,5
410,速度,n,pos,6
410,客户,n,pos,7
410,热情,n,pos,8
410,安装,v,pos,9
410,师傅,nr,pos,10
410,服务态度,n,pos,11
410,几天,m,pos,12
410,感觉,n,pos,13
410,不错,a,pos,14
410,希望,v,pos,15
410,值得,v,pos,16
410,购买,v,pos,17
410,祝,v,pos,18
410,卖家,n,pos,19
410,生意兴隆,l,pos,20
412,家电,j,pos,0
412,值得,v,pos,1
412,信赖,n,pos,2
416,美丽,ns,pos,0
416,值得,v,pos,1
416,信赖,n,pos,2
416,品牌,n,pos,3
416,购物,n,pos,4
416,省时省力,n,pos,5
416,省心,n,pos,6
423,商品,n,pos,0
423,不错,a,pos,1
423,物流,n,pos,2
423,很快,d,pos,3
423,当天,t,pos,4
423,安装,v,pos,5
424,安装,v,pos,0
424,材料费,n,pos,1
424,花,v,pos,2
424,块,q,pos,3
424,服务态度,n,pos,4
424,送货,v,pos,5
424,挺快,v,pos,6
424,花洒,nr,pos,7
424,软管,n,pos,8
430,包装,v,pos,0
430,完美,a,pos,1
430,物流,n,pos,2
430,速度,n,pos,3
430,超级,b,pos,4
430,特别,d,pos,5
430,安装,v,pos,6
430,速度,n,pos,7
430,早上,t,pos,8
430,物流,n,pos,9
430,预约,v,pos,10
430,下午,t,pos,11
430,安装,v,pos,12
430,师傅,nr,pos,13
430,安装,v,pos,14
430,仔细,ad,pos,15
430,安装,v,pos,16
430,好够,v,pos,17
430,测试,vn,pos,18
430,走,v,pos,19
430,加热,v,pos,20
430,速度,n,pos,21
430,很快,d,pos,22
430,储水量,n,pos,23
430,洗,v,pos,24
430,好几个,m,pos,25
430,做工,v,pos,26
430,厚实,a,pos,27
430,保修,v,pos,28
430,八年,t,pos,29
430,值得,v,pos,30
430,信赖,n,pos,31
430,购买,v,pos,32
431,产品,n,pos,0
431,支持,v,pos,1
431,谢谢,nr,pos,2
433,送货,v,pos,0
433,师傅,nr,pos,1
433,力,n,pos,2
433,售后,n,pos,3
433,安不上,l,pos,4
433,扫兴,v,pos,5
433,好评,v,pos,6
435,犹豫,a,pos,0
435,海尔,nrt,pos,1
435,选择,v,pos,2
435,物流,n,pos,3
435,很快,d,pos,4
435,头天,t,pos,5
435,下午,t,pos,6
435,点,m,pos,7
435,第二天,m,pos,8
435,上午,t,pos,9
435,农村,n,pos,10
435,快递,v,pos,11
435,师傅,nr,pos,12
435,还给,v,pos,13
435,送到,v,pos,14
435,家里,s,pos,15
435,真的,d,pos,16
435,外观,n,pos,17
435,满意,v,pos,18
435,大屏幕,nr,pos,19
435,操作,v,pos,20
435,变频,vn,pos,21
435,省,n,pos,22
435,电,n,pos,23
435,噪音,n,pos,24
435,双管,n,pos,25
435,速热,n,pos,26
435,师傅,nr,pos,27
435,安装,v,pos,28
435,服务,vn,pos,29
438,安装,v,pos,0
438,感觉,n,pos,1
438,度,zg,pos,2
438,天气,n,pos,3
438,烧水,n,pos,4
438,挺快,v,pos,5
443,品牌,n,pos,0
443,值得,v,pos,1
443,信赖,n,pos,2
443,到货,v,pos,3
443,很快,d,pos,4
443,包装,v,pos,5
443,完好,a,pos,6
443,损坏,v,pos,7
443,预约,v,pos,8
443,安装,v,pos,9
443,师傅,nr,pos,10
443,热情,n,pos,11
443,乱收费,n,pos,12
443,安装,v,pos,13
443,很快,d,pos,14
443,一会,m,pos,15
443,装好,v,pos,16
443,很漂亮,n,pos,17
444,老妈,n,pos,0
444,太阳能,n,pos,1
444,坏,a,pos,2
444,冬天,t,pos,3
444,暖,a,pos,4
444,暖,a,pos,5
444,信赖,n,pos,6
444,品牌,n,pos,7
447,原厂,n,pos,0
447,产品,n,pos,1
447,款式,n,pos,2
447,颜色,n,pos,3
447,网上,s,pos,4
447,介绍,v,pos,5
447,很好,d,pos,6
447,热水,n,pos,7
447,很快,d,pos,8
448,满意,v,pos,0
448,第一次,m,pos,1
448,金东,nr,pos,2
448,电器,n,pos,3
449,买过,v,pos,0
449,几台,m,pos,1
449,感觉,n,pos,2
449,还行,v,pos,3
453,满意,v,pos,0
453,收,v,pos,1
453,安装费,n,pos,2
453,为啥,r,pos,3
453,装完,v,pos,4
453,收,v,pos,5
455,产品,n,pos,0
455,物流,n,pos,1
455,很快,d,pos,2
455,满意,v,pos,3
455,安装,v,pos,4
455,满意,v,pos,5
459,商品,n,pos,0
459,赞,v,pos,1
459,物流,n,pos,2
459,力,n,pos,3
462,发货,n,pos,0
462,服务,vn,pos,1
462,安装,v,pos,2
462,师傅,nr,pos,3
462,安装,v,pos,4
462,仔细,ad,pos,5
462,态度,n,pos,6
462,满意,v,pos,7
464,一款,m,pos,0
464,实用,v,pos,1
464,值得,v,pos,2
464,选购,v,pos,3
464,美观,nz,pos,4
464,实用,v,pos,5
464,使用方便,l,pos,6
464,便捷,a,pos,7
472,价格,n,pos,0
472,不错,a,pos,1
472,囤货,v,pos,2
472,习惯性,n,pos,3
472,好评,v,pos,4
480,款,m,pos,0
480,最终,d,pos,1
480,选择,v,pos,2
480,升,zg,pos,3
480,倍增,v,pos,4
480,容,a,pos,5
480,能效,n,pos,6
480,遥控,vn,pos,7
480,预约,v,pos,8
480,角触,n,pos,9
480,控大,v,pos,10
480,屏,n,pos,11
480,机器,n,pos,12
480,外型,b,pos,13
480,高端,n,pos,14
480,大气,n,pos,15
480,上档次,b,pos,16
480,触屏,n,pos,17
480,效果,n,pos,18
480,操作,v,pos,19
480,简便,a,pos,20
480,加热,v,pos,21
480,速度,n,pos,22
480,保温,n,pos,23
480,效果,n,pos,24
480,不错,a,pos,25
480,机型,n,pos,26
480,增容,v,pos,27
480,变容,v,pos,28
480,预约,v,pos,29
480,水温,n,pos,30
480,显示,v,pos,31
480,防电,j,pos,32
480,墙,n,pos,33
480,加热,v,pos,34
480,倒计时,n,pos,35
480,显示,v,pos,36
480,热水,n,pos,37
480,剩余,v,pos,38
480,量,n,pos,39
480,显示,v,pos,40
480,实用功能,n,pos,41
480,真心,d,pos,42
480,家人,n,pos,43
480,喜欢,v,pos,44
482,送货,v,pos,0
482,样子,n,pos,1
482,好看,v,pos,2
482,操作,v,pos,3
482,简单,a,pos,4
482,性价比,n,pos,5
482,值得,v,pos,6
482,购买,v,pos,7
483,满意,v,pos,0
483,下单,n,pos,1
483,第二天,m,pos,2
483,安装,v,pos,3
483,很快,d,pos,4
487,号买,v,pos,0
487,安装,v,pos,1
487,品牌,n,pos,2
487,值得,v,pos,3
487,信赖,n,pos,4
487,安装,v,pos,5
487,师傅,nr,pos,6
487,态度,n,pos,7
487,几天,m,pos,8
487,一切正常,i,pos,9
487,开机,n,pos,10
487,一点,m,pos,11
487,声音,n,pos,12
487,加热,v,pos,13
487,速度,n,pos,14
487,棒棒,n,pos,15
487,棒,a,pos,16
487,售后,n,pos,17
487,客服,n,pos,18
487,服务态度,n,pos,19
487,询问,v,pos,20
487,安装,v,pos,21
487,情况,n,pos,22
488,前前后后,i,pos,0
488,一共,j,pos,1
488,台,q,pos,2
488,客服,n,pos,3
488,物流,n,pos,4
488,售后,n,pos,5
488,力,n,pos,6
488,品牌,n,pos,7
488,值得,v,pos,8
488,信赖,n,pos,9
492,快递,v,pos,0
492,挺快,v,pos,1
492,安装,v,pos,2
492,师傅,nr,pos,3
492,干,v,pos,4
492,挺好,a,pos,5
496,老客户,n,pos,0
496,物流,n,pos,1
496,速度,n,pos,2
496,没得说,l,pos,3
496,很快,d,pos,4
496,服务态度,n,pos,5
496,不错,a,pos,6
496,加油,v,pos,7
499,产品,n,pos,0
499,放心,v,pos,1
499,电器,n,pos,2
499,类,q,pos,3
499,东西,ns,pos,4
499,完美,a,pos,5
504,配送,v,pos,0
504,速度,n,pos,1
504,很快,d,pos,2
504,赞,v,pos,3
510,快递,v,pos,0
510,小哥,n,pos,1
510,一口气,i,pos,2
510,上五,t,pos,3
510,楼,n,pos,4
510,特别,d,pos,5
510,谢谢,nr,pos,6
510,感谢,v,pos,7
510,感谢,v,pos,8
510,快递,v,pos,9
510,员,zg,pos,10
510,安装,v,pos,11
510,师傅,nr,pos,12
510,电话,n,pos,13
510,周末,t,pos,14
510,到位,v,pos,15
510,赞,v,pos,16
511,满意,v,pos,0
511,送货,v,pos,1
511,速度,n,pos,2
511,安装,v,pos,3
511,烧,v,pos,4
511,挺快,v,pos,5
511,保温,n,pos,6
511,效果,n,pos,7
511,还行,v,pos,8
514,收到,v,pos,0
514,安装,v,pos,1
514,物流,n,pos,2
514,速度,n,pos,3
514,很快,d,pos,4
517,服务,vn,pos,0
517,满意,v,pos,1
523,好评,v,pos,0
523,物流配送,n,pos,1
523,配送,v,pos,2
523,师傅,nr,pos,3
523,主动,b,pos,4
523,搬,v,pos,5
523,上楼,ns,pos,6
523,安装,v,pos,7
523,师傅,nr,pos,8
523,下次,t,pos,9
523,选,v,pos,10
525,品牌,n,pos,0
525,购买,v,pos,1
525,放心,v,pos,2
525,服务,vn,pos,3
525,配送,v,pos,4
525,安装,v,pos,5
525,满意,v,pos,6
525,值得,v,pos,7
525,信赖,n,pos,8
525,选,v,pos,9
556,刚刚,d,pos,0
556,回来,v,pos,1
556,货,n,pos,2
556,等待,v,pos,3
556,安装,v,pos,4
556,师傅,nr,pos,5
556,安装,v,pos,6
556,质量,n,pos,7
556,不错,a,pos,8
556,值得,v,pos,9
556,信赖,n,pos,10
556,灯,n,pos,11
556,安装,v,pos,12
556,追评,v,pos,13
558,安装,v,pos,0
558,客服,n,pos,1
558,服务,vn,pos,2
558,安装,v,pos,3
558,师傅,nr,pos,4
558,满意,v,pos,5
558,一段时间,l,pos,6
558,评价,n,pos,7
560,商城,ns,pos,0
560,东西,ns,pos,1
560,超级,b,pos,2
560,满意,v,pos,3
561,不错,a,pos,0
561,信赖,n,pos,1
565,送货,v,pos,0
565,很快,d,pos,1
565,安装,v,pos,2
565,服务,vn,pos,3
565,到位,v,pos,4
565,点,m,pos,5
565,赞,v,pos,6
567,不错,a,pos,0
567,信赖,n,pos,1
567,自营,vn,pos,2
567,生活,vn,pos,3
567,中网,nz,pos,4
567,购,v,pos,5
567,承包,v,pos,6
568,外观,n,pos,0
568,时尚,n,pos,1
568,高端,n,pos,2
568,大气,n,pos,3
568,上档次,b,pos,4
568,一款,m,pos,5
568,不错,a,pos,6
568,产品,n,pos,7
568,喜欢,v,pos,8
568,亲们,n,pos,9
568,赶紧,d,pos,10
568,下单,n,pos,11
571,李师傅,nr,pos,0
571,服务,vn,pos,1
571,很棒,a,pos,2
571,态度,n,pos,3
571,水,n,pos,4
571,阀门,n,pos,5
571,关不上,v,pos,6
571,管子,n,pos,7
571,喷着水,v,pos,8
571,衣服,n,pos,9
571,湿,a,pos,10
571,负责,v,pos,11
571,安装,v,pos,12
571,清洁,a,pos,13
571,师傅,nr,pos,14
571,超,v,pos,15
571,好评,v,pos,16
571,用用,v,pos,17
571,评,v,pos,18
577,东西,ns,pos,0
577,不错,a,pos,1
577,挺好用,a,pos,2
577,服务,vn,pos,3
577,太,d,pos,4
577,满意,v,pos,5
577,三个,m,pos,6
577,电话,n,pos,7
577,催,v,pos,8
577,安装,v,pos,9
577,送到,v,pos,10
577,安装,v,pos,11
577,小时,n,pos,12
577,打电话,l,pos,13
577,催,zg,pos,14
577,估计,v,pos,15
577,小时,n,pos,16
577,之内,f,pos,17
577,安装,v,pos,18
581,安装,v,pos,0
581,完毕,v,pos,1
581,服务,vn,pos,2
581,速度,n,pos,3
581,满意,v,pos,4
582,品牌,n,pos,0
582,值得,v,pos,1
582,信赖,n,pos,2
582,到货,v,pos,3
582,打开,v,pos,4
582,包装,v,pos,5
582,外观,n,pos,6
582,很漂亮,n,pos,7
582,遥控,vn,pos,8
582,操作,v,pos,9
582,简单,a,pos,10
582,双管,n,pos,11
582,速热,n,pos,12
582,热水,n,pos,13
582,很快,d,pos,14
582,变频,vn,pos,15
582,噪音,n,pos,16
582,特别,d,pos,17
582,省,n,pos,18
582,电,n,pos,19
582,师傅,nr,pos,20
582,安装,v,pos,21
582,服务态度,n,pos,22
582,满意,v,pos,23
582,购物,n,pos,24
583,预约,v,pos,0
583,师傅,nr,pos,1
583,准时,v,pos,2
583,准点,n,pos,3
583,东西,ns,pos,4
583,不错,a,pos,5
583,安装,v,pos,6
583,美观大方,ns,pos,7
583,媳妇儿,n,pos,8
583,个子,n,pos,9
583,矮,a,pos,10
583,遥控器,n,pos,11
583,控制,v,pos,12
583,不用,v,pos,13
583,来回,v,pos,14
583,拔,v,pos,15
583,插头,n,pos,16
583,不错,a,pos,17
583,好评,v,pos,18
586,美观,nz,pos,0
586,大气,n,pos,1
586,洗澡,v,pos,2
586,舒服,a,pos,3
586,保温,n,pos,4
586,时间,n,pos,5
586,长省,ns,pos,6
586,电,n,pos,7
586,值得,v,pos,8
586,信赖,n,pos,9
586,安装,v,pos,10
586,材料,n,pos,11
586,太贵,nr,pos,12
586,太贵,nr,pos,13
586,天价,n,pos,14
586,收,v,pos,15
586,三分之一,mq,pos,16
586,评价,n,pos,17
586,收,v,pos,18
586,钱,n,pos,19
586,感觉,n,pos,20
586,不值,n,pos,21
590,安装,v,pos,0
590,时,n,pos,1
590,忘记,v,pos,2
590,拍照,v,pos,3
590,上传,v,pos,4
590,一张,m,pos,5
590,装好,v,pos,6
590,图片吧,n,pos,7
590,杠杠,n,pos,8
590,哒,zg,pos,9
590,品牌,n,pos,10
590,售后服务,l,pos,11
590,安装,v,pos,12
590,师傅,nr,pos,13
590,专业,n,pos,14
590,态度,n,pos,15
590,装好,v,pos,16
590,教我如何,l,pos,17
590,太,d,pos,18
590,赞,v,pos,19
590,美观大方,ns,pos,20
590,触屏,n,pos,21
590,灵敏,nr,pos,22
590,操作,v,pos,23
590,简单,a,pos,24
591,不错,a,pos,0
591,送货,v,pos,1
591,安装,v,pos,2
591,很快,d,pos,3
591,没试,v,pos,4
591,水,n,pos,5
591,希望,v,pos,6
591,好用,v,pos,7
594,商城,ns,pos,0
594,货,n,pos,1
594,无假货,i,pos,2
594,速度,n,pos,3
594,质量,n,pos,4
594,还好,v,pos,5
594,没得,v,pos,6
594,话,n,pos,7
594,讲,v,pos,8
595,物流,n,pos,0
595,很快,d,pos,1
595,优惠,vn,pos,2
595,价格,n,pos,3
595,买到,v,pos,4
595,值,v,pos,5
595,制热,v,pos,6
595,遥控,vn,pos,7
598,物流,n,pos,0
598,安装,v,pos,1
598,服务态度,n,pos,2
598,五星,nz,pos,3
598,评价,n,pos,4
598,支持,v,pos,5
602,东西,ns,pos,0
602,收到,v,pos,1
602,安装,v,pos,2
602,物流,n,pos,3
602,很快,d,pos,4
602,安装,v,pos,5
602,后在,t,pos,6
602,晒图,v,pos,7
604,搬家,v,pos,0
604,一台,m,pos,1
604,下单,n,pos,2
604,第二天,m,pos,3
604,速度,n,pos,4
604,第三天,m,pos,5
604,安装,v,pos,6
604,师傅,nr,pos,7
604,上门来,ns,pos,8
604,安装,v,pos,9
604,几分钟,m,pos,10
604,搞定,v,pos,11
604,电源,n,pos,12
604,插,v,pos,13
604,便捷,a,pos,14
604,满意,v,pos,15
604,点,m,pos,16
604,赞,v,pos,17
605,服务,vn,pos,0
605,品牌,n,pos,1
605,值得,v,pos,2
605,信赖,n,pos,3
605,热水,n,pos,4
605,很快,d,pos,5
608,商品,n,pos,0
608,收到,v,pos,1
608,包装,v,pos,2
608,完好,a,pos,3
608,送货,v,pos,4
608,速度,n,pos,5
608,很快,d,pos,6
608,想象,n,pos,7
608,中,f,pos,8
608,配送,v,pos,9
608,员,zg,pos,10
608,服务态度,n,pos,11
608,特别,d,pos,12
608,值得,v,pos,13
608,购买,v,pos,14
608,信任,n,pos,15
608,购买,v,pos,16
608,好评,v,pos,17
609,收到,v,pos,0
609,货,n,pos,1
609,迫不及待,i,pos,2
609,打开,v,pos,3
609,发货,n,pos,4
609,速度,n,pos,5
609,很快,d,pos,6
609,质量,n,pos,7
609,满意,v,pos,8
609,送货,v,pos,9
609,速度,n,pos,10
609,特别,d,pos,11
609,服务态度,n,pos,12
609,没话说,l,pos,13
609,总体,n,pos,14
609,特别,d,pos,15
609,满意,v,pos,16
609,购买,v,pos,17
609,商品,n,pos,18
624,很好,d,pos,0
624,保温,n,pos,1
624,效果,n,pos,2
624,加热,v,pos,3
624,很快,d,pos,4
624,加热,v,pos,5
624,时,ng,pos,6
624,一点点,m,pos,7
624,电流,n,pos,8
624,声,n,pos,9
624,影响,vn,pos,10
624,效果,n,pos,11
630,寄,v,pos,0
630,回老家,n,pos,1
630,家里人,nrt,pos,2
630,品牌,n,pos,3
630,值得,v,pos,4
630,信赖,n,pos,5
630,信赖,n,pos,6
630,好好,d,pos,7
632,安装,v,pos,0
632,师傅,nr,pos,1
632,很快,d,pos,2
632,安排,v,pos,3
632,上门,ns,pos,4
632,安装,v,pos,5
632,服务,vn,pos,6
635,售后,n,pos,0
635,不错,a,pos,1
635,上门,ns,pos,2
635,安装,v,pos,3
635,速度,n,pos,4
635,很快,d,pos,5
637,省,n,pos,0
637,电,n,pos,1
637,实用,v,pos,2
637,赞,v,pos,3
639,物流,n,pos,0
639,安装,v,pos,1
639,满意,v,pos,2
639,购物,n,pos,3
639,体验,n,pos,4
644,货,n,pos,0
644,收到,v,pos,1
644,满意,v,pos,2
649,品质,n,pos,0
649,值得,v,pos,1
649,信赖,n,pos,2
649,速度,n,pos,3
649,一流,n,pos,4
655,物流,n,pos,0
655,很快,d,pos,1
655,外观,n,pos,2
655,不错,a,pos,3
655,升,v,pos,4
655,一家人,n,pos,5
655,够用,v,pos,6
655,期待,v,pos,7
655,效果,n,pos,8
655,第二次,m,pos,9
655,网上,s,pos,10
655,希望,v,pos,11
655,一如既往,i,pos,12
657,物流,n,pos,0
657,很快,d,pos,1
657,满意,v,pos,2
663,老丈人,n,pos,0
663,两,m,pos,1
663,满意,v,pos,2
666,感谢,v,pos,0
666,送货,v,pos,1
666,师傅,nr,pos,2
666,爬,v,pos,3
666,六楼,ns,pos,4
666,送货,v,pos,5
666,辛苦,a,pos,6
666,感谢,v,pos,7
668,朋友,n,pos,0
668,实践证明,n,pos,1
668,群众,n,pos,2
668,眼睛,n,pos,3
668,雪亮,nr,pos,4
668,质量,n,pos,5
668,服务,vn,pos,6
668,皆,d,pos,7
668,值得,v,pos,8
668,信赖,n,pos,9
669,东西,ns,pos,0
669,不错,a,pos,1
669,速度,n,pos,2
669,价格,n,pos,3
669,便宜,a,pos,4
669,好评,v,pos,5
671,到货,v,pos,0
671,安装,v,pos,1
671,品牌,n,pos,2
671,值得,v,pos,3
671,信赖,n,pos,4
671,不用,v,pos,5
671,担心,v,pos,6
671,太阳能,n,pos,7
671,热,a,pos,8
671,电脑,n,pos,9
671,显示,v,pos,10
671,遥控,vn,pos,11
671,省事,n,pos,12
676,物流,n,pos,0
676,很快,d,pos,1
676,外包装,n,pos,2
676,无损,v,pos,3
676,服务态度,n,pos,4
678,自营,vn,pos,0
678,商品,n,pos,1
678,值得,v,pos,2
678,信赖,n,pos,3
678,品牌,n,pos,4
678,购买,v,pos,5
678,品质,n,pos,6
678,保障,v,pos,7
678,满意,v,pos,8
678,购物,n,pos,9
678,放心,v,pos,10
678,外观,n,pos,11
678,很漂亮,n,pos,12
678,大气,n,pos,13
678,支持,v,pos,14
683,快递,v,pos,0
683,小哥,n,pos,1
683,服务,vn,pos,2
683,周到,v,pos,3
683,感谢,v,pos,4
684,信赖,n,pos,0
684,产品,n,pos,1
684,不错,a,pos,2
684,一台,m,pos,3
684,很好,d,pos,4
684,帮,v,pos,5
684,亲戚,n,pos,6
684,两台,m,pos,7
684,卫生间,n,pos,8
684,一台,m,pos,9
684,送货,v,pos,10
684,很快,d,pos,11
684,服务,vn,pos,12
684,收到,v,pos,13
684,货,n,pos,14
684,第二天,m,pos,15
684,安装,v,pos,16
684,售后服务,l,pos,17
684,感谢,v,pos,18
686,信赖,n,pos,0
686,产品,n,pos,1
686,不错,a,pos,2
686,很好,d,pos,3
686,帮,v,pos,4
686,亲戚,n,pos,5
686,送货,v,pos,6
686,服务,vn,pos,7
686,收货,n,pos,8
686,第二天,m,pos,9
686,安装,v,pos,10
686,感谢,v,pos,11
686,服务,vn,pos,12
687,物流,n,pos,0
687,准时,v,pos,1
687,快速,d,pos,2
687,送货,v,pos,3
687,服务,vn,pos,4
687,安装,v,pos,5
687,师傅,nr,pos,6
687,耐心,a,pos,7
687,细致,a,pos,8
687,服务态度,n,pos,9
687,安装工,n,pos,10
687,点,m,pos,11
687,赞,v,pos,12
690,完美,a,pos,0
690,破损,v,pos,1
690,发货,n,pos,2
690,速度,n,pos,3
690,很快,d,pos,4
691,安装,v,pos,0
691,特别,d,pos,1
691,棒,zg,pos,2
691,安装,v,pos,3
691,师傅,nr,pos,4
691,特别,d,pos,5
691,来到,v,pos,6
691,家里,s,pos,7
691,特别,d,pos,8
691,客气,n,pos,9
691,用心,n,pos,10
691,安装,v,pos,11
691,物流,n,pos,12
691,力,n,pos,13
691,安装,v,pos,14
691,还给,v,pos,15
691,打电话,l,pos,16
691,咨询,vn,pos,17
691,情况,n,pos,18
691,送到,v,pos,19
691,货后,n,pos,20
691,特别,d,pos,21
691,信赖,n,pos,22
691,家里,s,pos,23
691,信赖,n,pos,24
691,品牌,n,pos,25
691,关注,v,pos,26
698,进,v,pos,0
698,博会,n,pos,1
698,东西,ns,pos,2
698,卖东西,n,pos,3
698,五星,nz,pos,4
698,好评,v,pos,5
699,收到,v,pos,0
699,安装,v,pos,1
699,安装,v,pos,2
699,师傅,nr,pos,3
699,服务态度,n,pos,4
699,赞,v,pos,5
702,品牌,n,pos,0
702,值得,v,pos,1
702,信赖,n,pos,2
702,特别,d,pos,3
702,喜欢,v,pos,4
702,快递,v,pos,5
702,哥哥,ns,pos,6
702,速度,n,pos,7
702,超级,b,pos,8
702,赞,v,pos,9
708,好评,v,pos,0
708,东西,ns,pos,1
708,不错,a,pos,2
708,信任,n,pos,3
711,品牌,n,pos,0
711,值得,v,pos,1
711,信赖,n,pos,2
711,特别,d,pos,3
711,喜欢,v,pos,4
711,快递,v,pos,5
711,哥哥,ns,pos,6
711,速度,n,pos,7
711,超级,b,pos,8
711,赞,v,pos,9
712,不错,a,pos,0
712,外观,n,pos,1
712,大气,n,pos,2
712,满意,v,pos,3
712,赞赞,v,pos,4
713,外观,n,pos,0
713,大方,n,pos,1
713,特别,d,pos,2
713,赞,v,pos,3
713,快递,v,pos,4
713,小哥,n,pos,5
713,一楼,n,pos,6
713,背到,v,pos,7
713,五楼,n,pos,8
713,辛苦,a,pos,9
713,性价比,n,pos,10
713,值得,v,pos,11
713,推荐,v,pos,12
715,货,n,pos,0
715,收到,v,pos,1
715,很好,d,pos,2
715,支持,v,pos,3
716,快递,v,pos,0
716,预期,vn,pos,1
716,早,a,pos,2
716,快递,v,pos,3
716,力,n,pos,4
716,安装,v,pos,5
716,师傅,nr,pos,6
716,专业,n,pos,7
716,变频,vn,pos,8
716,加热,v,pos,9
716,速度,n,pos,10
716,很快,d,pos,11
716,品牌,n,pos,12
716,值得,v,pos,13
716,信赖,n,pos,14
719,装,v,pos,0
719,一周,m,pos,1
719,试用,vn,pos,2
719,第一次,m,pos,3
719,升,v,pos,4
719,冷水,n,pos,5
