id,comment,score
29519,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1.0
29520,这个特效很棒啊,0.8897
29521,剧本，其次演员，总之一个军人要有军人的样子。,0.9117
29523, 期待上海堡垒,0.6004
29524, 我真的被惊到了，我以为我和他们看的不是同一部电影，说看不懂的其实是你没有认真看，每一个细节都在铺垫,0.9533
29525,我没哭，我被我朋友打哭了，我强忍着巨疼跟委屈，没地儿说理。嗯真好看,0.812
29526,加油加油加油加油,0.9998
29527,我觉得吧其实有时候结果挺重要的，也许过程很辛苦很艰难，但是呈现的结果不好就是不好。每个人擅长的东西都是不一样的，如果导演适合拍文艺片那就拍文艺片啊，如果明星不适合演戏就合适唱歌那还是唱歌吧。,1.0
29528,其实大部分人就是刻意去否定鹿晗而已，有色眼镜太重了,0.0757
29529,这次垃圾电影，有鹿晗就知道是垃圾了,0.0653
29530,帅就一个字,0.9117
29531,江洋你好,0.5505
29532,难道没人发现。。。灰鹰小队的服装很好看吗？嘤嘤嘤嘤~,0.062
29533,其实流量明星还是可以提高票房，但是这里的流量明星不再是吴亦凡，鹿晗等人，而是，徐峥，黄渤，王宝强，沈腾等人。然而，一般烂片他们又不会去接。,0.4782
29534,现在看来真的不是流量时代了…还得踏踏实实搞创作吧！,0.8822
29535,是的！当一个明星足够优秀的时候 其它人会羡慕 但是没有必要恶意刷恶评 中国的科幻电影是刚刚起步 你的一星恶评一直刷有什么意义 是要摧毁中国的科幻电影！ 有预谋的不断换场刷一星 评论都是一模一样的 江南老师的上海堡垒非常好 请看过原著再来评价 不带偏见好好看电影 上海堡垒冲鸭！！！,1.0
29536,看过说好的基本都是小仙女,0.5863
29537,加一,0.4835
29538,这部电影虽不完美，但还是有亮点。至于这样喷嘛,0.667
29539,唉？我今天去看了，觉得…还行啊…起码没有骂的这么烂吧？别急着来骂我脑残粉，我并不粉主演，只是陪朋友去看了个电影。可能也是因为对这部电影并没有太多期待，所以不会失望，看了觉得还可以,0.3776
29540,说句实话…… 这3.3分 有2分都是给舒淇的。剩下的都是给特效的……,0.1127
29541,上海人口真是多啊，1800万人。对不起，林澜，在这1800万人里我找不到你。,0.6548
29542,  这声音苏炸了！！！,0.5909
29543,用一个剪头发要打麻药，蚊子咬一口要住医院的人 演英雄，俺不想看，,0.7859
29544,我雷神这么帅,0.9265
29545, 大堡冲鸭,0.2784
29546,这么缺钱呢,0.1502
29547,这才可以看出他们有多脑残,0.2889
29549,太惨了，不爱看就不去看呀，不好看就不好看，吐槽下就完了，至于一直骂骂咧咧，说恶毒的话吗？！人家道歉，你们又说卖惨，人家什么都不说，你们又得骂人不要脸了吧？真是要逼死人。 毕竟都是那么多人努力的结果，虽然最后不尽人意，但这已是莫大打击了。继续改进，吸取教训。至于就要一巴掌拍死吗？,0.0
29550,道歉了就可以摆脱烂片的事实了？,0.3911
29551,其实最大的问题是选角，电影的特效还是很强的，选角有问题，男女主怎么看都带入不了，不是对演员本身，是他们真的不适合这个角色,0.9999
29552,特效高级，诚意之作！林澜好飒！热血江洋！,0.6832
29553,特效好好啊，期待一下,0.8915
29554,顶级流量啊！！太没排面了,0.2868
29555,表白郑爽，,0.2669
29557,哎,0.5262
29558,粉丝基数可能泡沫过重或者说大部分都是吃瓜群众,0.2454
29560,唉那些黑得最凶的好像都是没去看过电影的,0.3126
29561,不就是流量经济战嘛。。。非要上升到“中国科幻”说事儿,0.5619
29562,铁血硬汉鹿晗,0.7849
29563,期待江洋！！8月9日电影院见叭！！！,0.0073
29564,期待期待！！,0.6385
29565,好帅啊！,0.5
29566,中国有什么好导演 赚钱最重要 所为的好电影都是中国人跟风的,0.9751
29567,内容很精彩！,0.7486
29568,你的偏见，源自于你的狭隘,0.9917
29569,哈哈哈哈哈哈哈,0.9751
29570,现在舆论叫嚣的时代搞得拍个电影像犯多大罪的一样，被指责被喷被辱骂，真想不明白大家好好的看电影喜欢的好评，不喜欢的如实评论不就好了，现在甚至真正看过电影好好评论的人都要被问:加了哪个群？有钱一起赚,0.5313
29571,奥特曼既视感 但是 还是喜欢奥特曼 迪迦,0.9928
29572,为何要原著作者道歉？她参与制作了？原著不好看？,0.6093
29574,比想像中好看许多，电影院约起,0.6095
29575,三体什么时候，来，你告诉我,0.4246
29576,部队会不会发声明谴责啊？毕竟都那么长的头发……我记得大学军训的时候教官都要求我们头发要全塞帽子里面不许漏出来……,0.1756
29577,此帖要好好看！,0.6032
29579,为什么世界上会有这种人，为什么对鹿晗有这么大的恶意，你所谓的一分差评让你开心了爽了，毁掉的可是他们六年的心血啊鹿晗做错了什么让你们抱有这么大的恶意,0.5608
29580,剧情是不怎么样，但也真的是看哭几次。,0.74
29581,激动嘛，不虚伪,0.6775
29582,江南你值得，烂钱恰得开心吗？,0.5519
29583,特效还可以，但是电影剧情好像据说和原著差的很大,0.7212
29584,光看发型我就笑出声，要不要再喷个定型喷雾什么的？不然会乱哦,0.0787
29585,准备就绪！！冲！,0.2857
29586,"回想林澜和江洋那场如在错身巷中的相逢,和苹果花旁的茅德冈,其后那么悲伤，只当时那么美。池上听雷阶前看雨,花开千年人犹不老,终究只是年少时候的梦想。8月9日，梦醒了。期待《上海堡垒》",1.0
29587,讲真的，你们这么评论完我已经退票啦，啊哈哈哈哈，谢谢大家救了我的眼睛,0.9125
29588,我都快怀疑这些外国的品牌是来骗代言费的了,0.2081
29590,6块钱一条恶评，呵呵～ 我祝福这些人.. 往后的日子里身边的人都对他们真实情感的恶意满满..,0.9986
29591,不敢说 怕被喷,0.0096
29592,是的,0.5262
29593,这是烂片？这是烂片？这是烂片？这是烂片？,0.4219
29594,呵呵！,0.6755
29596,作为鹿晗的粉丝这部电影我们等了两年，无论是原著小说，还是制作团队都是下了血本和恒心的，鹿晗是自己的原音，台词功底进步太多，很棒！我当然是希望大家都能去观影，如若还有顾虑私信我，我邀请你。,1.0
29597,期待制服诱惑江小洋！！,0.5644
29598,看到某流量明星 评论里一水的控评快吐了,0.1962
29599,上海堡垒的海报做的就没有想去看的欲望。。。,0.3853
29600, 期待大堡,0.666
29601, 无能为力的感觉简直太委屈了,0.0651
29602,对对对，别冷落了导演，导演多可爱,0.9484
29603,现在个个出来道歉，当初拍的时候怎么就不能学学哪吒的导演饺子那样的人！人家剧组的经费短缺到那个地步也没有放弃严格的要求，你们倒好，钱都拿来干嘛了？,0.7816
29604,这么烂的吗,0.1678
29605,太棒啦//,0.671
29607,吹爆大堡垒特效,0.0908
29608,为啥说的我想去看看到底有多烂？,0.0239
29609,这条微博下，怎么没有“lh演技好棒”的评论了,0.9456
29611,我们接受去影院后的客观评论，可以说哪里不好，但是恕我们不接受没有去影院就恶评的那些，为了6块钱就开始瞎编乱造。,0.0037
29612,两天了票房还没过亿,0.5708
29614,当年疯狂骂流浪地球的应该也是这些人，现在这片没有地球好出来骂的应该还是这些人,0.9993
29615,我都还没看过这个电影但是看到他们这么卑微地在道歉我竟然有点心疼。。,0.1152
29616,冲鸭！鹿咱不能佛哦,0.1548
29617,约他约他,0.4378
29618,脑子有问题的人才会让流量明星来演硬科幻，对不起，我很质疑你们,0.179
29619,上海堡垒真的超级无敌好看，特效很棒，演员的演技在线，剧情跌宕起伏，音效震撼人心！！大家一定要去看！答应我好吗，一定要去看！毕竟不能让我一个人花冤枉钱！,0.9987
29620,呵呵了,0.6755
29621, 希望大堡垒今年暑假有个好成绩,0.9562
29622,如果不是为了鹿晗哈哈，,0.3219
29624,笑死了电影外比电影里的剧情还要多,0.861
29625,所以你这yxh是号召大家去喷演员喽？,0.2326
29626,江洋哥哥！,0.9719
29627,酷毙了,0.5
29628,烂片，行了，建议看看原著,0.1383
29629,这就是1用某些流量不敬业小生的事。那么多阳刚的不找。找个什么玩意做军人？？难道当兵都是去玩的？？天天白白净净的。头发那么长。风一吹就到的？？我老公就退伍的。看到这样的都气死。说真是科幻。选的人都是科幻着来的。麻烦没生活还不能去看看。我们得军人都是多么帅气！！！,0.0
29631,看到这个打分真的不服气，如果说电影不完美公平评价，无论好的差的都可以接受，但看都没看就打低分就是太恶毒了。,0.5206
29632,有这么难看吗……,0.3885
29633,就是就是！ ,0.5262
29634,Idol流量是原罪，谁愿意看一个“蔡徐坤”类的演大片圈钱 市场不是傻子,0.3978
29635,5.6的配图你是故意的吧,0.0757
29636,真的是服了这个选角   舒淇看起来成熟老道  演个军人还不错  这个鹿晗是什么玩意  啊呸,0.4035
29637,评论都是我想说的，还真没看到哪个军人是他妈留着长刘海的。哈哈哈哈哈太有意思了可，不愿意为演艺献身就他妈回去唱 跳 rap。这个导演还大言不惭责怪观众恶意评分。流量小生逐渐不被接纳了，没有诚意的作品凭什么给你高分。,0.9166
29638,Miley and Liam ,0.4738
29639,世上最难参透的终是人心,0.9834
29640,看了导演，看了演员，我就知道这是一个爱情片。。。为了舒淇爱奇艺看吧，电影院不值得。。。,0.9982
29642,事实证明现在流量都不行了，撑不起票房了，实力才是真正的！,0.6731
29643,批评可以接受 攻击性别和长相就没意思了哈 学会尊重别人哈,0.2686
29644,哥哥你最帅！,0.9829
29646,好燃啊，去电影院看江洋去！,0.7941
29647,不过挺谢谢《上海堡垒》这个剧组的，它让那些启用流量明星来赚票房的投资人，导演等等看到了后果，可能在某种程度上算是给演艺界的那些只想赚块钱的明星一个惊醒吧哈哈哈，,0.8252
29648,当然赔钱了，演出费那么贵,0.4426
29650,我看到票价的时候是真的哭了,0.6034
29652,不过说心里话这部电影片尾曲周杰伦的《世界末日》还是很牛逼的,0.8118
29653,演员粉丝不要自以为是，你家没有那么多黑粉。现在电影市场已经在慢慢变好了，这次演员可能真的很可怜。但为了中国电影越来越好，我们应该要抵制某些电影,1.0
29654,哥哥好酷，期待江洋,0.9967
29656,其他主演不配拥有姓名吗,0.7373
29657,军人头都不剃，整个小刘海，肌肉也没个肌肉，也不够硬朗，光是这点就没有让我想看的欲望了。,0.9995
29658,所以说 快把龙族写完吧,0.697
29659,对于批评指点和鼓励都欣然接受 但拒绝无脑黑和恶意的诋毁,0.7516
29660,河童发型很丑,0.4406
29661,九州呐？九州你不需要道歉么？改得什么78玩意儿，恰烂钱上瘾是吧,0.2648
29662,小鹿太无辜了,0.3291
29663,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊宝贝超级帅！！！！！！！真的绝了！！！！！！那个面罩超级帅的！！！！！！！,0.7567
29665,0809期待江洋,0.6831
29666,最近好多人在吐槽上海堡垒这部电影， 我真的觉得你们批评得有点过了， 甚至很多人没看就开始吐槽， 不要这么毒舌，没看的真的可以去看看！ 电影不错的，别听这些人乱黑，特效不错剧情也可以，演员也很好看，很推荐各位去看一看绝对不会后悔！ 毕竟冤枉钱不能就我一个人花！,0.9968
29668,烈火也很尴尬看的快睡着了,0.6832
29669,   对对对，问问小熊导演有关电影的问题呀,0.9321
29670,我觉得还好吧，虽然看过电影之后给差评的人多，但是像我这样没有期待也没人安利然后连看都没看的人更多。,0.9891
29671,没看这个,0.4126
29672,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊哥哥好帅,1.0
29673,约起来,0.4638
29674,跨越11年，江洋隐约看见过去的林澜在对他诉说什么，却如同隔着群山万壑，听不见声音,0.7082
29675,用心的演员，用心的编剧，有才的导演,0.9956
29676,郑爽。,0.5
29677,真的不知道这个世界为什么会这样，无奈，无助，无力，又无法让这些人睁开眼,0.9851
29678,纯路人   电影不会纯粹因为鹿晗而怎么怎么样   工作人员演员都是电影成功的关键    单纯黑鹿晗的我是搞不懂,0.9889
29679,康康我们小熊吧,0.7057
29680,你没啥错啊，错的是那个留着厚刘海带着歪军帽的演员，选角慎重吧，换彭于晏演都不一样，个人喜好，不喜勿喷,0.0167
29681,没看《上海堡垒》，但是看过《重返20岁》和《我是证人》。lh演技不说多出众但是还可以啊…,0.1674
29683,预告片超燃！！！期待大堡垒，期待江洋、林澜！！！,0.6218
29684,一座城池之争，人类存亡之战。陆沉、毁灭；保卫、拯救。殊死一争，为生存而战。 0809电影《上海堡垒》震撼来袭,0.9996
29685,那个国家的电影演军人是这样的？白白净净，锅盖头发，文文静静。导演你是脸盲吗？导演你是在侮辱中国军人。,0.9839
29686,评分太低  不赔钱才怪,0.0142
29687,我心疼这部电影,0.8893
29688,流浪地球打开了中国科幻电影的大门，上海堡垒把这个门关的严严实实的，一点缝都没留,0.9961
29689,对啊对啊,0.5262
29690,感觉鹿晗就别拍戏了，演技真的不怎么样，也没特努力的感觉,0.6841
29691,好看啊，我觉得好看啊，特效还是不错的啊，黑成这样是不是有点过了,0.9084
29694,好tm沙雕的电影，还有一群2B粉丝在啊啊啊啊啊啊啊,0.9962
29695,杨幂棒棒哒,0.7525
29696,#上海堡垒#  看到这个6元一条，我真的......我tm...... ,0.0255
29697,对8起作为一个纯路人因为自己去看电影所以没选择泪点多的怕自己哭出来所以选择去看了上海堡垒凭良心来说个人觉得这部电影还不错特效做的也很棒挺不容易可能大多数人对小鲜肉有偏见觉得没演技就靠粉丝刷票房所以一出现这类电影都去抨击这几天营销号说的确实挺过分麻烦对大家的劳动成果有一定的尊重,1.0
29699,电影都会有bug，这个也没那么不堪，只是作者出来道歉有点不知为啥，因为原著没写好？,0.0014
29700,所以你是什么意思,0.5262
29701,灰鹰小队 小k，随时待命！[親親][親親],0.9957
29702, 期待,0.689
29703,又他妈控评了 真是烦,0.0387
29704,真的要是想翻盘 让别人不对小鲜肉以偏见看待 真的要自己好好努力 好好去琢磨剧本  赋予角色真正的灵魂 也不是说不够努力 有时候真的也是选角问题 或者 你还能做的更走心。要知道 大众现在不再会为粉丝电影买单了  好的就是好 不好的大家也不会留着嘴了 发现弊端 不断改进 我相信这是电影行业的良性走势,1.0
29705,锤哥哥离婚了?这也就是说。。。,0.992
29706,看过电影，中规中矩，有震撼有感动也有不足，对中国科幻的起步之作应该以鼓励和包容的心态去面对，还是值得看的,1.0
29707,有些人情怀，经历不一样。当看电影突然有些地方触到点，再说这个电影的感情线是有点感人，再有世界末日这首歌渲染氛围，有人哭了也不一定。如果你觉得哪里不请说出，也好让人理解，不要直接不好看、烂片就完了。,0.9981
29708,￼鹿晗  ,0.4477
29709,烂片，鹿晗从来就get不到他的点,0.3586
29710,说实话这个剧因为大家都说烂我去现场看了，其实还好吧，不说优秀，但是一般够的上，不知道为什么群嘲,0.9619
29711,鹿鹿 声音好好听啊,0.2539
29713,期待江洋哥哥啊，0809电影院见啊！,0.9693
29714,会不会有粉丝控评呢，官媒也下场带节奏黑你家哥哥吗？,0.98
29715,希望芒果台能继续它的魔咒，郑爽上完节目就分手吧,0.9812
29716,#鹿晗[超话]# ,0.1796
29717,我发现，每一个说电影好的人，都是鹿晗的粉丝，这难道不说明一个问题：只有鹿晗的粉丝才觉得这个电影好看，所以问题来了，为什么不是鹿晗的粉丝就觉得不好看呢？,0.8892
29718,对滴对滴,0.5452
29719,还好看到鹿晗主演我决定等等豆瓣评分再决定看不看，感谢鹿晗 感谢豆瓣，又帮我省了几十块,0.995
29720,导演是，水平烂,0.237
29721,好期待！！！,0.4708
29722,期待江洋！八月九号电影院见！,0.5315
29723,这是全世界最热血的一场末日地球保卫战，若有那一天到来，天幕坠落，世界沉沦，愿我们都还相信爱情。【暑期档0809】未来战争电影《上海堡垒》震撼来袭！,1.0
29724,中国科幻的探鹿者、中国篮球的奠鸡人,0.9893
29725,拍的影片不行，赔钱了。。。跟观众有什么关系,0.557
29726,上去,0.5262
29727,不好看就是不好看，鹿晗粉丝闭嘴吧,0.3859
29728,对啊啊啊，大家下一场注意点啊,0.6532
29729,虽然流浪地球的很多特效是外国做的，但是没有水土不服啊,0.9733
29730,换个男主绝对看啊，看到他，说实话我是不会去看的，不要说什么重返十八岁什么票房高，人家是主要讲女主的。,0.9946
29731,如果世界会沉没，我们在末日相遇，还是想停下匆匆的脚步，笑着对你说一句，江洋，你好，期待江洋，期待鹿晗！,0.9999
29732,特效牛逼，场面宏大，台词眼神太杀了！！！期待,0.994
29733,卧槽好燃！踩点BGM极度舒适！！！,0.3319
29734,不知道是不是去演戏的，单看万年刘海（包括古装也出现过），就知道不管看哪部剧，他还是他，一脸淡淡忧伤的帅小伙，仅此而已。演员是什么啊，想起和珅就想起王刚先生，想起逍遥就想起胡歌先生，聊天可能提到不认识或想不起的人，说就是初恋里面的小水，大家能想起来，这是角色认同,1.0
29735,看什么电影，我都在家看一天台风新闻了，那么多地方受灾，哪有心情看电影,0.9796
29737,真是这部电影打3分都高，我花了40快去去睡了两个小时的觉！,0.5325
29738, 是滴呀，好的问题堡垒微博还会发出来呢,0.3052
29739,别再买热搜啦，不如自己掏钱买点电影票，好歹账上还好看点,0.5878
29740,批评表扬都接受  但是人身攻击就太过了 毕竟每个人评判的标准不一样  我觉得有可圈可点的地方你觉得不好 你觉得好的地方可能我又觉得不好 觉得剧情不好看就说出不好的点在哪觉得演员演技不好就说出不好的地方在哪 我觉得只有提出不好的点在哪才能改善 而不是一味的只说烂、差,0.2343
29741,哥 眼神杀我！！！！,0.463
29742,0809电影院不见不散,0.4477
29743,终于等到你  江洋！8月9日们电影院见,0.0367
29744,全是假的有什么好看的。,0.6913
29745,我发现这某些品牌怎么那么喜欢作了，,0.682
29746,不带有色眼镜看待这部电影不行吗,0.54
29747,我是不会因为好奇这片子到底有多烂而去看这部电影的,0.9703
29748,南大。。。 电影，电视剧，游戏。。。 您的作品是个好IP，只不过。。。 貌似真的是您除了写书，其他的都在赔,0.9651
29749,是，从导演到编剧再到演员都是一部片子成为烂片的决定性原因,0.9686
29750,面对拥有跨星际航行和定位能力的外形舰队单靠一座城一个堡垒，说实话实在是太悲壮了,0.9987
29751,江南写小说不错，但写科幻和大刘比起来还是太外行了,0.9843
29752,挺好啊，现在外国品牌辱华或者企图分裂我国，，我们就直接和他们拜拜，不用道歉了，没用，再见,0.9917
29753,如果有时间可以的话可以自己亲身去看看 看过后是自己的真实评价是好是坏都乐于接受 但真的不要恶意跟风黑了 这对六年的心血几千人的努力没有得到应有的尊重 最后还是那句话 感谢支持,0.9832
29754,仗打一半，发型不变,0.4767
29755,可能电影是有问题，但是何必一个个都作出一副欲置之于死地的态度，人还是善良一点吧,0.7742
29756,这部电影是外国拍的话，你们就不会这么说了，又是各种夸各种好，就是觉得中国人拍这种就是假，外国拍就是好，而且你们都是针对个人,0.9799
29757,哥，你声音好好听啊,0.3865
29759,让鹿晗守卫地球？？地球可算是倒了八辈子血霉了,0.9706
29760,不是崇洋媚外，看看小李子吧，甚至烂片王凯奇，连科波拉的关系网都不想要。国内可以看看老戏骨，比如有电焊工证的那些，也是都厉害的不得了。,0.0143
29762,6元一条,0.2636
29763,这个电影最大的失败就是找了鹿晗当主演，这俩年又是新说唱，有事乐队的夏天，整的所有人都瞧不起这些idol，,0.23
29764,我觉得真的没必要喷到这份上吧，歉也道了，也就算是一次不成功的尝试吧。毕竟原著还是很好看的呀。而且最迷的是为什么有好多人胡乱喷人真的好过分，原著粉说个还是会稍微支持一下之类的就被骂是鹿晗的ncf还有进群什么的我做错什么了。。。,0.4799
29765,作为路人着实觉得批鹿晗批得有点过了 流浪地球可能是很好看 所以它可以算中国科幻电影比较好的一部了 之后的电影打着科幻的幌子自然没有那么好看 但也不至于这样啊 值不值电影票也就30+ 也就够买几杯奶茶 真的那么不喜欢鹿晗 为什么要去看呢 就是为了看完说不值票钱吗 不懂,1.0
29766,期待江洋哥哥 ,0.9857
29767,8月9号不见不散,0.1566
29768,这特效是个啥呀,0.5833
29769,原博道歉的微博下面全是控评，诚意？不存在的，洗白自己直说就好,0.0108
29770,不好看就是不好看,0.3275
29771,#电影上海堡垒# ,0.199
29772,不刷到30票房是粉丝太垃圾了，穷比还追星,0.0513
29773,害，哪个正儿八经的剧用流量当主角的，哪儿正儿八经导演用流量当主角的……散了吧散了吧,0.3478
29774,跟导演和作者无关，选角很重要，那个化着妆留着厚刘海戴着歪军帽的演员真的不适合这个角色，换彭于晏试试，分分钟不一样，这种角色需要硬汉和演技支撑，个人观点，不喜勿喷,0.9994
29775,真好真好,0.7719
29776,图一眼神儿,0.3789
29778,电影再差能有（比悲伤更悲伤的故事）难看，这电影都能超十亿，难道上海堡垒还比不过这部好看呐？黑的太过分了，我不是谁的粉,0.9993
29779,这道歉咋都上热搜了,0.0552
29780,呵,0.5262
29781,西施美，然后，东施出现了～～,0.9284
29782,有鹿晗失败一半,0.3078
29783,显然不是，差距显而易见。,0.3257
29784,世界上是有两万人是你第一次见面就会爱上一辈子的，但你一辈子都可能遇不上一个。遇上你是我的缘，江洋，很开心遇到你！,0.9987
29785,啊啊啊啊啊啊啊啊啊，我鹿,0.9816
29786,啊啊大堡冲！！！这个制作真的好棒！！！不枉我们等这么久,0.8487
29787,其实这部电影吧 真不赖主演  你换谁来演都一样 问题出在编剧特效服化道上,0.8577
29788,郑爽好好看啊,0.6032
29789,#上海堡垒评分# ,0.0356
29790,武侠小王子强势上镜，教科书一般示范了，什么叫5毛钱一条,0.815
29791,本来还挺期待的，但看到鹿晗在剧中的发型就没进影院了,0.5298
29792,所以现在是连道歉都要受到你们的指责的地步了是吗,0.1923
29793,啊啊啊啊啊啊期待上海堡垒哥哥加油！！！！,0.9995
29794,对啊声音超级好听的,0.1508
29795,从剧本到演员再到后期特效，打磨了好几年，果然好的电影值得期待。我们8月9日不见不散,0.9995
29796,喜欢舒淇姐姐，但鹿晗也不错发型一直那么帅。,0.9967
29799,所以希望你也可以理智评论,0.7942
29800,墙倒众人推,0.1655
29801,烂片有什么好道歉的…,0.0596
29802,期待鹿晗哥哥,0.981
29803,这个少年真的燃！,0.9851
29805,一个剧组，从上到下，从导演到演员再到后勤人员对自己职业有认真虚心的工作态度。一个剧本，没到电影上映的时间，都是可以改的，一个影片，没到上映的时间，都是有缺陷的。一个参与电影的人员没到电影上映，都是有责任对本职尽职尽责的。,0.8901
29806,郑爽加油,0.8953
29807,其实最近本来没有空的，但是看这个评分反而决定一定要去看一下！我不是鹿晗的粉丝，但是对他也没有什么恶感，之前也对电影有所期待，毕竟演员阵容的确强大！不理解为什么会有人没有看过去评价它，黑也要实事求是的黑！,0.9991
29808,没有看过就没有资格评论发言说片子烂是什么鬼？难道为了去看多难看而买票去看嘛？而且很多人并没有把片子烂的原因归根到演员上，主要是剧情不好，粉丝疯狂说你们都没看，有啥资格评论，你们就是故意黑的叭叭叭～粉丝这样只会给自己偶像招黑，让更多人反感自家偶像，你看其他演员的粉丝咋没出来叭叭叭,0.0164
29809,害！问就是中国键盘侠最牛逼,0.4925
29810,卖惨,0.5352
29811,灰鹰小队江洋,0.8309
29813,报告江洋队长，已经准备好随时作战,0.6533
29814,抛开其他因素的，只看演员的话，对于我，电影主演是像黄渤等那些老电影人，我肯定会第一时间去体验一下，老电影人也拍过不好的电影，但是总体口碑是没得说的，所以还是选一些争议少的或者年轻有潜力的专业演员来吧，各选其所长。（除非只是想拍个普通电影别那么造势、博人眼球的话，那随意好了）,1.0
29815,范思哲是什么瓜？,0.1741
29816,六年的艰辛和努力付出，就为了六块钱，毁掉了所有人的努力，也真是丧尽良心了,0.9526
29817,我去电影院看了，首先我个人觉得不太好看。但我想说，如果你觉得不好看，可以发表自己对电影的感受但没必要对演员或者对觉得好看的人冷嘲热讽；同理，你觉得好看，也没必要对其他觉得不好看的人进行抨击。我消费了，难道我觉得好或者不好也不能评价吗？但我个人建议无论作何种评价，心平气和些比较好,0.4854
29818,不是，你们第一次认识江南？还老书粉老书粉，见过江南怼黑子，见过江南理书粉？你说江南不要老书粉是从哪看出来的？写书没按你套路走，还是不写书只顾圈钱。首先说第一个问题，写书是作者的事，读者闭嘴。其次，江南之前的书都是实体风，和网文不一样，少说更新慢的事，原先都是半月一更，我们说话了？,0.0405
29819,就觉得我们国家的爱豆不够努力，你看iu之前演步步惊心丽被人骂惨了，后来我的大叔和最近的德鲁纳酒店都备受好评。可以看到人家的努力，人家唱歌为主的都在演戏上下那么多功夫，咱们国家的钱太好挣了，以至于很多明星都觉得不用努力靠粉丝就可以吃饭。,0.9997
29820,正在播放《鹿晗好帅一男的》 ●━━━━━━─────── 5:20     ⇆       ㅤㅤㅤ◁     ㅤㅤ❚❚      ㅤㅤ▷      ㅤㅤㅤ↻,0.559
29821,8月9日，不见不散,0.0872
29823,换个男主呢,0.377
29824,鹿晗能拍出什么好片来！,0.5654
29826,不能把抨击有小鲜肉的片当成政治正确，也不是说有小鲜肉就好看，这两种偏见其实都一样。还是个人喜好，客观评价吧。,0.9889
29827,上去//,0.2
29828,卖惨呗,0.5352
29830,他的影视剧都是原因吧，我记得拍重返二十岁的时候，第一次拍电影导演就说口条棒,0.8074
29831,江洋好酷啊！,0.8385
29832,烂片就是烂片，别解释,0.0571
29835,顶！之前评论了一些观影感受，真的很烂，无一例外被删了,0.6649
29836,不好看就是不好看，没必要道歉，从来没有哪部电影是保证好看的，值不值得都是观众自己的选择,0.9188
29837,k,0.75
29839,8月9号，不见不散,0.0897
29840,所有电影都是一个都不能少,0.6515
29842,作为路人觉得特效不错 bgm感人 没有觉得有说的得那么差,0.9502
29843,我们虚心接受，谢谢评价会努力的,0.4055
29844,我没看过这电影 所以我没资格说 就静静的当个吃瓜群众,0.2585
29845,别他妈拍龙族了我求求了,0.0614
29847,第1张，星眉剑目，帅,0.5931
29848,这些演员好像完全不需要为自己的糟糕演技承担责任，他们也从来没有愧疚感，因为有粉丝扛着呢？？制片方也从来不从电影质量考虑，导演作为电影的灵魂也没有任何艺术追求，演员不想剪，你就不让剪了，一个导演如果连自己的口碑和作品质量都不顾了，道歉也没什么用,0.9999
29849,杨幂代言的雅诗兰黛辱华她解约了吗？还不是现在港独严峻，范思哲又是第一个被爆出来的不得已解约，她之前合作的伯爵分裂中国她不还是照样合作到到期为止,0.1333
29850,太惨了,0.4855
29851,我看过了，确实不好看,0.4759
29852,剧情改动可以理解，在可以接受的范围内。结局不知道为什么没有选原著的结局。不要为了喷而喷，看看原著看看电影。其实并没有那么差,0.9565
29853,导演是，原作者不是。,0.8592
29854,最终的战场也是最后的希望，这里是中国，这里是上海堡垒。江洋哥哥我们影院见,0.9963
29855, 8月看江洋,0.4006
29856,不是 我一路人都看不下去了 最近火的剧哪个没小鲜肉了 长安没小鲜肉还是陈情令没小鲜肉了 能不能别啥都甩锅给小鲜肉？？？,0.1058
29857,偶像演员太多。,0.9829
29858,反噬,0.5
29859,看完这部电影，我和我弟都睡着了，我弟竟然没看哭，于是我把他打哭了,0.829
29860,科幻电影的大门彻底关上了,0.7908
29861,感觉有点像……,0.6585
29862,啊啊啊啊啊啊江洋好帅！！！这预告看得我好激动！！！,0.8793
29863,影院看一定很震撼,0.9464
29864,期待鹿晗！期待江洋哥哥！期待上海堡垒！0809不见不散,0.9919
29865,我认为最重要的：第一立得住的宇宙观，第二连贯的逻辑，第三过硬的特效，第四立体的人物。,0.9969
29868,我很纳闷舒淇这么有演技的演员怎么会演这种烂片呢,0.834
29869,电影中有鹿晗，鹿晗也在努力，不成功，并不是他的责任,0.6653
29870,是呀，怎么不是？！,0.1402
29871, 期待鹿晗期待0809《上海堡垒》,0.6862
29872,江洋，8月9日，不见不散。,0.19
29873,主要是现在出来的小鲜肉，都挺正的，长得好看，哈哈，已经脱粉很多老的演员了,0.9836
29874,女儿们的恋爱，爽妹！,0.9885
29875,唉 第一次感觉到无能为力,0.2799
29876,几千万粉丝，票房怎么这么低，去十分之一也没这么惨吧，粉丝是不是也不忍直视了，这样可不好，要像三生三世的粉丝一样学会包场给导演点面子,0.8901
29877,选流量的后果,0.5455
29878,江洋我爱你！,0.7626
